Sentence,Sentiment
একদম ফালটো জণ্ডিচ হৈছে নেকি তোৰ ঢুকুৰা,0
যদি আপুনি এই গানটো শুনি আছে। মই মাত্ৰ ক'ব বিচাৰিছিলো যে আপোনাৰ সংগীতৰ সোৱাদ আটাইতকৈ বেয়া।,0
গানটো ইমান ভাল লাগিল যে 50 ছেকেণ্ড চায়ে সামৰিলো,0
লাজ নালাগে তুৰ,0
ভাল ভিদিঅ,1
এইবোৰ বিহুগান এটুকুৰা হীৰা,1
বহুত ভাল লাগে  এনেকুৱা পুৰণি অসমীয়া গীতৰসমূহ ।,1
সুৱদিসুৰীয়া।,1
এই ভিডিঅ'টো চোৱাৰ পিছত মই মোৰ নাম পাহৰি যাওঁ,0
মই বুজি নাপাওঁ যে মই এই সম্পূৰ্ণ ভিডিঅ'টো কেনেকৈ চাওঁ,0
কোনে কোনে দিশ্লিকে কৰিব আহিছে,0
এই ধৰণৰ গান শুনি গায়কে আত্মহত্যা কৰিব,0
এই গানটো সদায় ভাল পাওঁ,1
সকলোৱে সমালোচনা কৰি আছে,0
এনে লাগিছে গানটোত থকা শব্দ বোৰ প্ৰথম বাৰ শুনিছোঁ,1
 প্ৰকৃত সৌন্দৰ্য বা মাদকতা কৰবাত হেৰাই গৈছে,0
সুৰৰ নামত অসুৰ,0
এই সংগীতটো শুনিবলৈ ইমান শান্তিপূৰ্ণ।,1
"শব্দ, কথা সুৰ কি কম ভাষা নাই",1
আপ কিয়া বেয়া গান গাতাহে বাপাৰে,0
আক থু গান,0
এইয়াহে প্ৰকৃত বিহু,1
আটাইতকৈ সস্তা গান,0
ধুনীয়া গীত।,1
যিসকলে এইটো দেখে তেওঁলোকৰ বাবে মই বেয়া অনুভৱ কৰিআছো,0
দুটা লাইন শুনি অ কাটি দিলোঁ,0
গান গাবলৈ এৰি দিয়ক ,0
দৰ্শনীয় প্ৰদৰ্শন,1
অসমীয়া পুৰণি গীত বোৰ সকলো সময়তে শুনি থাকো বহুত ভাল লাগে ।,1
নগাব বে এইবোৰ মানুহ মৰিব,0
হৃদ়স্পৰ্শী  সঁচাকৈ যান্তিকতা মাজত লুকাই যোৱা মানুহ বোৰে তোমালোকৰ কথা আৰু সুৰ বিলাকত নিজকে বিচাৰি পাই,1
ভাল লাগিল।,1
আশা কৰো সকলোৱে যাতে গীতটো আদৰি লয়,1
এই মানুহবোৰে কিয় জন্ম লয়,0
অসমৰ সংগীত জগতৰ ভৱিষ্যত সুৰক্ষিত লোকৰ হাতত।,1
আপোনাৰ গানটো নইচ প্ৰদূষণৰ দৰে ,0
গানটোৰ বাবে অ-অসমী সম্প্ৰদায়ে ইতিবাচক প্ৰতিক্ৰিয়া প্ৰকাশ কৰা দেখি মই বহুত গৌৰৱান্বিত অনুভৱ কৰোঁ,1
মই মৰিবলৈ গৈ আছো,0
আপোনাৰ ক্লাছ মুঠেই নাই এইটো গানত। আপোনাৰ মানদণ্ড ইয়াতকৈ বহুত ওপৰত,0
"অসমীযা জাতিৰ অধপতন লৈ যাবি নেকি",0
বান্দৰ,0
পুৰণি অসমীয়া গীতৰ তুলনা নাই,1
এই গানটো বেলেগ ধৰণৰ বেদনা দিয়ে ,1
তুমি গালে বমি লাগে,0
বেয়া হৈছে,0
"অতি সুন্দৰ এটি গীত যেন মোৰ মন মোহি পেলালে, এতিয়া শুনিব পোৱাটো ভাগ্যৰ কথা।
",1
মৰিজা তই কেলা তাত আমাৰ কি আহে যায় সুদুৰ ভাই,0
আমি শিল্পীসমূহক ইতিকিং নকৰি উৎসাহ প্ৰদান কৰা উচিত,1
অতীব্র সুন্দৰ।,1
আজি কালি বজৰোৱা কিছুমানে বিহু গীত বুলি নাম দিয়ে কিন্তু তাত কোনো বিহুৰ মাদকতা নাথাকে থাকে মাথো কিছুমান বজৰোৱা শব্দ,0
অপূৰ্ব,1
বালৰ বিদেও বনাইছোঁ,0
এয়াহে আচল বিহু।,1
এইবিলাক ফাল্টু গানে অসমীয়া চলচিত্ৰ জগতখন শেষ কৰি দিলে,0
গানটো শুনাৰ লগে লগে শৈশৱ  কাললৈ মনত পৰি গ'ল। সচাই বৰ মধুৰ আছিল সেই দিনবোৰ,1
পাগল কুকুৰে কামুৰিছিল নেকি,0
ৰসাতলে যাব সময় হল,0
কাম নাই তোমাৰ,0
সচাকৈয়ে গৌৰৱ বোধ কৰিছো,1
তোমালোকৰ কাম নাই নেকি,0
বিচেৰি বিচেৰি গানটো কিবাকে পালো,1
অসমীয়া চলচিত্ৰ জগতৰ এটি কালজয়ী গীত....,1
এই গানটো চোৱাৰ পিছত মই মূৰ্ছা গৈছিলো,0
"ফকটিয়া ছাল্লা, ঐ কেলা",0
শুনি শুনি আমনি নলগা এটি গীত,1
মই এটাও অসমশব্দ নাজানো কিন্তু এই গীতটোৱে মোক উপলব্ধি কৰাইছিল যে সংগীত সকলো ভাষাৰ বাধাৰ বাহিৰত,1
ভাল নাই লগা,0
পাগল,0
ফালটো হৈছে,0
ৰাহুল কুকুৰক পালে তাক মই তাতে কাতিম কি গান গাবলৈ আহি ছ,0
ৰাতিপুৱা ভাল লাগি গল মজ্জা,1
"তেতিয়াৰ বিহু আৰু এতিয়াৰ মাজত পাৰ্থক্ক",0
এই ভিডিঅ'টো চোৱাৰ পিছত কৰোনা ভাইৰাছে ভাৰত ত্যাগ কৰিব,0
"সুন্দৰ সংগীত , সুন্দৰ কথা , সুন্দৰ কণ্ঠ",1
ভাল লগিছে  ,1
কি সুমধুৰ গীত।ভাল লাগিল,1
কি পাগল,0
মৰম নীল আকশ দা,1
মাইৰেক্সুদা এইবোৰ বিদেও নিদিবা অ,0
তুমি মানুহ ৰূপী আৱৰ্জনা,0
এইটো সঁচাকৈয়ে এটা গান নেকি,0
আপোনাৰ পৰা এনে গীত আশা কৰা নাছিলো,0
অকলে থাকিলে এই গানটো মোৰ প্ৰিয়,1
"কটা নিধক হত, তহঁত ৰৌ ৰৌ নৰকত পচি মৰ।",0
সঁচাই সুন্দৰ হৈছে অসমৰ অন্য এক নক্ষত্ৰ জন্ম হল,1
নিজস্বতা নাথাকিলে অস্তিত্ব বুলিও কোনো কথা নাথাকে,0
নতুন গানৰ চিন্তা কৰিব পৰা অক মাত্ৰ শিল্পী জন হল কুসুমদা।,1
ভাল দিন এটা সাই মৰি যাওক,0
অসম খন বেছি ভাগ নমুনা দি ভৰি পৰিছে,0
মই অসমী নহয় কিন্তু কেনেবাকৈ মই এই ভাষাটো ভাল পাওঁ। মই ইয়াক শিকিব বিচাৰো,1
জাতনাম আৰু শৃংখলিত সৰল নৃত্য।,1
তোৰ মাথা নাই নেকি,0
আপুনি এজন মানসিক ৰোগী,0
বৰ বেয়া গান,0
বাপেৰৰ মাৰৰ মূৰটো,0
জুবিনৰ সদায় শুনিব পৰা গীত,1
এই গানটোৱেই মোক পুনৰ নতুন অসমী গান শুনিবলৈ বাধ্য কৰিছিল,1
সৰ্বকালৰ প্ৰিয়,1
ককা আপুনি ছোৱালী জনিক কিমান টকা দিছে অভিনয় কৰিবলৈ,0
এইটো চোৱাৰ পিছত মই জীয়াই নাথাকিলোঁ,0
এইটো নো বাৰু গান হ'ল নে,0
অৰ্থপূৰ্ণ গান গোৱা গায়ক সকল হে প্ৰকৃত গায়ক যাৰ নিজৰ সৃষ্টি আছে‌,1
জীৱন ৰিঙা ক্ষণত  পাপনদা তোমাৰ গীত মোৰে প্ৰাণত,1
এইবোৰ হে বিহু গান বুলি কব পাৰি,1
কি দিন যে আহিল নহয়,0
চেণ্ডেলৰ মালা পিন্ধাবলৈ মন গৈছে,0
মন পৰশা গীত,1
বেউৰা,0
"""অদ্ভুত""",1
চিঃচিঃ,0
মৰি জা তহঁত,0
ককাইদেউ সঁচাকৈয়ে আজি আমি তোমাৰ পৰা এক নতুন ধৰণৰ অসমীয়া গীতৰ সোৱাদ পালোঁ।,1
এনে ধৰণৰ গান বোৰৰ পৰা ধৰিব পাৰি যে অসমীয়া আধুনিক সংগীত আৰু গীত বোৰ এতিয়াও শুদ্ধ লোকৰ হাতত আছে,1
এনেকুৱা বিহুগীত পাৰিলে আৰু কৰিবচোন,1
ফকোটিয়া,0
বেছি আধুনিক হল নেকি?  চাল্লা,0
ভাল লাগিল চায়।,1
মই শুনা আটাইতকৈ বেয়া গান,0
পৰম আবৰ্জনা,0
"বহুত বহুত বহুত বেছি ভাল লাগে গানটো,শুনিলেই শুনি থাকিব মন যায় আমনি নালাগে কেতিয়াও শুনি,",1
বাল,0
নিৰ্লজ্জ গান,0
এইটো কেনেকৈ এটা গান হ'ব পাৰে?,0
এইটো শুনি ইয়াত কিমান জন লোকে বমি কৰিছিল?,0
আজি মই এই ৰোমাঞ্চকৰ গানটো বিচাৰি পাইছিলো আৰু মই ইয়াক বহুত ভাল পাওঁ,1
জয় জুবিন দা,1
"ফকতিয়া ,ফলটো, ফটোৱা",0
পইছাৰ বাবে লেঙটা কৈও নাচিব এইজনি ছোৱালীয়ে,0
প্ৰতিটো শব্দই দেহ মন চুই গৈছে ।,1
বিমল পান মচলা ফোক ৰ গান গাঁও,0
লিৰিক্স ভুল হৈছে,0
হাজাৰটা মনত দুখ লৈ থাকিলেও এই গানবোৰ শুনা পিছত সকলো বোৰ আগৰ দৰে হৈ পৰে,1
অসমীয়াৰ বাপতি সাহোন বিহুটোকো নেৰিলি হত নে,0
"বঢ়িয়া ,মজ্জাহ হৈছে ,ভাল লাগিল চাই সচাঁকৈ",1
কিছুমান অসমগীতৰ প্ৰসংগ ইমান গভীৰ যে মোৰ মনৰ নিৰলসতা নিষ্পত্তি হয়,1
"আশা কৰো, অসমীয়া সংগীত জগতৰ এই দুসময়ত এনেকুৱা সুন্দৰ কথাৰ কবিতা কবিতা লগা গান শুনি থাকিবলৈ পাম।",1
ৱাহ কি ভয়ানক গান,0
সুন্দৰ বিহু বিহু লাগিছে গাত,1
আগৰ সেই বিহু আজি নাই টকা কৰি পেলালে,0
ভৌতিক ভিডিঅ',0
সুমধুৰ,1
এই গানটোৱে এজন দুখী ব্যক্তিক সুখী কৰিব পাৰে।,1
এইটো চোৱাৰ পিছত মই হতাশালৈ গৈছিলো।,0
চিৰসেউজ ীয়া গান,1
গানবোৰ শুনিলে আকৌ এবাৰ চাবলৈ মন যায়,1
অই ধোকৰা তই মোৰা নাই ,0
একো ভাল লগা নাই,0
এনেকুৱা সুন্দৰ গীত শুনিলে বুকুত এহেজাৰ গোলাপে সচাঁকৈয়ে কলি মেলে,1
এইবোৰ গান হ'ল নে বাৰু ধুই,0
কুকুৰ,0
শিল্পী সমাজ পৰা এইহালক বহিস্কাৰ কৰিব লাগে,0
গতে জীবন কতাই দিম এইটো গান শুনি শুনি,1
তেওঁৰ ভিডিঅ'বোৰত এটা সমল সতৰ্কবাণী থাকিব লাগে।,0
যদি জান গাব নাজানো তেতিয়া হলে অযথা গান বোৰ গাই নাথাকিব,0
হ্যদয়ৰ অনুকম্পা জড়িত এক সূখানোভূতিমূলক সৰলতম অন্যতম প্ৰিয় সংগীত,1
আপোনাৰ প্ৰতিটো গানেই মোৰ কাৰণে প্ৰিয়,1
মজা মজা,1
ভাষা নাই,0
"এইটো শুনি, কৰোনা ঋণাত্মক ৰোগী এজন তৎক্ষণাৎ ইতিবাচক হ'ব",0
এইবোৰে আমাৰ উঠি অহা প্ৰজন্মক বিপথে পৰিচালিত কৰিছে,0
হৃদআক্ৰমণৰ গান,0
মন জুৰ পৰি যোৱা গান এটা উপহাৰ দিয়া বাবে গানটোৰ লগত জড়িত সকলোকে ধন্যবাদ জনাইছো,1
ষাৰ গৰু,0
গীতটি শুনি বহুত ভাল লাগে হৃদয়স্পৰ্শী,1
ফটোৱা চলা,0
শুনিয়েই দেহ মন জুৰ পৰি যায়,1
সংগীত মিলা নাই,0
চিঃচিঃ,0
মুখ্য অংশ,1
দেউতাই শুনি চাব কৈছিল এবাৰ ; মই এশবাৰ মান শুনিলো । ইমান ধুনীয়া কথা আৰু সুৰ,1
 আমি এনে গানবোৰ ককাৰ মোখতহে হোনো আজি নিজে চাবলৈও পালো,1
এইকাৰণে এলিয়েনসকলে কেতিয়াও পৃথিৱী ভ্ৰমণ নকৰে,0
হৃদয় চুই যোৱা কণ্ঠ,1
মোক্কেল ৰ কমি নাই দুনিয়াত,0
ফকটীয়া চাল্লা,0
"মাথো এটি শব্দকেই কম ""অতুলনীয়""",1
চি চি তোৰ মুখত থু পেলাব অসমৰ মানুহে,0
এইটো কেৱল গান নহয় এইটো মোৰ জীৱন,1
"আমি শ্ৰোতা হে,ৰচক আপুনি,সেয়ে দায়িত্বও বেছি।অনুভৱ কৰক।",0
এই গানটো শুনি মোৰ শৰীৰে কাম কৰা নাই,0
শতিকাৰ অন্যতম শ্ৰেষ্ঠ গীত।,1
অসমত আমি এই ধৰণৰ আৱৰ্জনা গীত নিবিচাৰো,0
চিৰসেউজীয়া নিপন গোস্বামী।,1
ইমান ধনীয়া কন্ঠ নিগৰাইছে মন জয় হৈ যায় ৰে,1
চিৰযুগমীয়া হৈ ৰব গানটি,1
মই এই গানটোৰ সৈতে আকৰ্ষিত হৈছোঁ,1
ঈশ্বৰ পৰ্যায়ৰ গান,1
সুকন্ঠৰে সভ্য গীত গাব লাগে !অসভ্য শব্দৰে কিয় নিজৰ সুকন্ঠক বলি দিছ,0
মোৰ চকুত কৰ্কট ৰোগ হৈছে,0
গীতৰ সুৰ বা আকাৰ দিয়া সকলো যেন এক জলপ্ৰপাতৰ আঘাটত মিঠা মিঠা অনুভৱ লৈ আমালৈ এই গীতটি উলিয়াই দিছে।,1
আপুনি এটা ভয়ংকৰ কাম কৰিছে,0
গানটো শুনি যিমান ভাল লাগিছে কমেণ্টবোৰ পঢ়ি বেছি ভাল লাগিছে।,1
মনটো কিবা যেন এটা নতুন আশাৰে উপচি পৰিল,1
আকৰ্ষণীয় কণ্ঠস্বৰ,1
ককাই আপোনাৰ প্ৰতিটো গানতে নতুনত্ব আছে ।,1
অপূৰ্ব অসমীয়া গীত,1
ভাল লগা নাই ইমান লিৰিকচ,0
মই এতিয়াও শুনো,1
আপুনি পৰৱৰ্তী প্ৰজন্মৰ বাবে অনুপ্ৰেৰণা।,1
মই প্ৰতিআবেলি এইটো শুনো,1
আচলতে মই এটা শব্দও বুজি নাপাওঁ কিন্তু কণ্ঠ আৰু সুৰ ইমান আশ্চৰ্যজনক,1
টিক্টোকাৰতকৈও বেয়া,0
ভাল লাগিছে চাই,1
আপুনি এতিয়ালৈকে কিয় জীয়াই আছে?,0
সৰ্বকালৰ প্ৰিয়,1
ল'ৰালি কাললৈ ঘুৰি গ'লো উচুপি উঠিল অন্তৰখন,1
অতি অপূৱ´ সুন্দৰ বিহুগীত,1
যেতিয়াই মই এইটো শুনিথাকো তেতিয়াই মই আচৰিত হৈ পৰোঁ,1
পাগল সন্থাৰ সভাপতিৰ ভিদিঅ চাই থকা সকলৰ বাবে লাল চাহ বনাই আছো খাই যাব,0
ই মাৰিলেও একো দুখ নাই,0
মই বহুত ভাল পাওঁ এই গীতটো,1
এইবিলাক ভূল নকৰিবা কিবা গান এটা কৰাৰ আগত ভালকৈ শুনি লবা যে গানটোত কি গাইছে,0
কন্ঠ জুই বুলিহে কলো আৰু দেই,1
"আজিৰ বিহু গীতে নোৱাৰে কিন্তু ফেৰ মাৰিব",0
অসম জিন্দাবাদ,1
অতি আকৰ্ষণীয় গান,1
তুমি বেশ্যা,0
 মনটো ভাল লাগি গ'ল ,1
মই আজিৰ প্ৰজন্ম যদিও এইবোৰৰ গোন্ধ ভাল পাওঁ,1
কেলা এই পাগল টো আকৌ,0
এইবোৰৰ কাৰণে আজিৰ অসমীয়া মানুহে অসমীয়া গান শুনিব বাদ দিছে,0
কতি কাটি কুকুৰক খুৱাম,0
আমনি নলগা গীত,1
বাক্সাৰ পৰা বহুত মৰম কুসুম দা লৈ।,1
এতিয়ালৈকে শুনা আটাইতকৈ বেয়া গান,0
বহুত ভাল লাগে গীতটি শুনি।,1
এনে ধৰণৰ অসমী প্ৰতিভা মোৰ বন্ধুবৰ্গৰ সৈতে ভাগ বতৰা কৰি মই গৌৰৱান্বিত,1
মাৰৰ মুৰটো গাইছ,0
এটি মিঠা‌ গীত,1
মই উল্লাসৰ অৱস্থাত আছোঁ,1
মজা মজা মজা,1
মজা হৈছে,1
কালজয়ী চিৰসেউজ গীত,1
কেনেকৈ ইমান অৰ্থপূৰ্ণ শব্দ বোৰ বিচাৰি পায়,1
আপুনি ইমান যাদুকৰীভাৱে কেনেকৈ গাইব পাৰে?,1
আপোনাৰ বাবে অধিক শক্তি।,1
মই একমাত্ৰ প্ৰাণী যি গানটো শুনি বেয়া পাইছোঁ,0
নিজা প্রতিভা নাই বুলিয়েই ক'ব পাৰিচোন,0
কিমানবাৰ শুনিলো যদিও হেঁপাহ পেলোৱা নাই,1
ককাইদেউ আমাৰ,1
"ময়ৰ সোঁতত সকলো হেৰাই থাকিল ।

",0
আজি কালি কিছুমান ফকতিয়া গায়কে বিহুক শুনিব নোৱাৰা কৰি পেলাইছে,0
কিমান পাগল,0
মজা লাগিলে,1
"মই বহুত ভাল পাও এই বিলাক গান শুনি

",1
নিৰ্লজ্জ্য কৰবাৰ,0
ইমান যে সুন্দৰ গীত,1
আমাৰ সম্পদ ,1
দিনক দিনে ফটুৱা হৈ গৈ আছে,0
কথা এটা কোৱাৰ আগতে এবাৰ হ'লেও ভবা উচিত,0
হে ভগবান আৰু কি কি দেখিম,0
দিন বাগৰাৰ লগে লগে সকলো বোৰ হেৰাই যাব ধৰে কিন্তু এই সুমধুৰ সুৰ বোৰে বৰ কৈ ৰেঙীয়াই কিবা ভাবি চকুলো চকু পানীৰে উপচি পৰে।,1
অসমৰ এটা মহান গীত,1
অসমীয়া চিনেমালৈ যাতে আকৌ আগৰ দিন ঘূৰি আহে,1
জুবিন দা ৰ দৰে কোনো নাই,1
মই এতিয়াও এই ৰত্নটো শুনি আছোঁ।,1
কাম নাই নেকি,0
খাটি অসমীয়া হিচাপে গৌৰৱ অনুভৱ কৰা,1
কাম বন নাই,0
" বিহু আমাৰ গৌৰৱ।বিহু অসমীয়াৰ প্ৰাণ।

",1
অলপো ভাল লগা নাই,0
আনকি মোৰ কুকুৰটোৱেও এই ভিডিঅ'টো চোৱাৰ পিছত ভয় খাইছিল।,0
সুন্দৰ,1
"এয়া কল্পনাৰ বাহিৰত, নিৰ্লজ্জ",0
মা কছম মজা ।,1
সঁচা কৈ হৃদয়স্পৰ্শী গীত,1
এই গানটো শুনি মোৰ কাণৰ পৰা তেজ ওলাইছে,0
কি বাল কৰী থকা এইবোৰ,0
বহুত ভাল লাগিছে গানটো,1
"অতিতলৈ মনত পৰে এই গানবোৰ শুনিলে , ইমান ভাল লগা গান",1
ইয়াতকৈ বেয়া ভিডিও জীৱনত দেখা নাই,0
কি অপূৰ্ব সৃষ্টি,1
ধুই,0
তেওঁৰ গানবোৰ ইমান মিঠা।,1
মই এই গানটো বাৰে বাৰে শুনি আছো।,1
বোইনাকচুদা,0
সীমান্ত এটা মস্ত চুৰ কেলা ,0
"কি কৈ আছে আপুনি একো বুজা নাই",0
বজৰোৱা সুৰ,0
এটা মগজু প্ৰাপ্ত কৰক,0
নিৰক্ষৰ,0
ফালি দিচা দাদা,1
ব্র টামাম ট্রল দি আছে তোমাক,0
কিমানবাৰ শুনিলো হিচাপ নাই,1
সঁচাকৈয়ে এডাল ধুনীয়া শব্দৰ মালা,1
ভাল লাগিল শুনি।। অগলৈ আৰু  শুনিবলৈ পাম বুলি আশা থাকিল,1
ভূলকৈ গানটো গাইছা শুধকৈ গোৱা।,0
ইমান বেয়া হব পাৰে জে ভাবিব টান লাগিছে,0
গীতটোত এটি আচৰিত শক্তি আছে,1
অসমীয়া কৃষ্টিৰ পথাৰত পুৰণি গীত-মাতসমূহৰ এক সুকীয়া মাদকতা  আছে ।,1
বৰ ভাল লগা গান,0
খুব সুন্দৰ শব্দৰ সমাহাৰ,1
"মই এই গান টু সদায় শুনো ,,,বহুত ভাল লাগে",1
মই ইয়াক এতিয়া মোৰ এলাৰ্ম হিচাপে ব্যৱহাৰ কৰোঁ আৰু মই মোৰ এলাৰ্মৰ এঘণ্টা আগতে সাৰ পাওঁ,0
অসমীয়া গীতৰ মাধ্যমেৰে প্ৰচাৰৰ জৰিয়তে আমাৰ অসমীয়াৰ অস্তিত্বক বজাই ৰাখি আছে,1
এক বুজাব নোৱাৰা সাঁথৰ।,1
আপোনাৰ সুন্দৰ সৃষ্টিৰ উপমা দিবলৈ যেন মোৰ হাতত বিশেষণীয় বিশেষণ নাই,1
গান চুৰ শিখৰ পান মচলা,0
কি সৃষ্টি,1
এইবোৰ আৰু কিবা নতুন কথা নে,0
গাহৰিপোৱালী,0
চিৰসেউজ গীত,1
আপোনাৰ সুৰ বহু  ধুনীয়া,1
এই গানটো আকৌ শুনিলে মই মৰিম,0
বালৰ গান আইগেলা,0
"ন শব্দৰ বাংময়তাৰ মাজত জোনাকৰ কিৰিলী,আখৰৰ নিঁভাজ মানচিত্ৰত ভাৱনাৰ চূড়ান্ত দলিল;হেৰাই গ'লো সুৰৰ যাযাবৰী নিজৰাত,হৈ পৰিলোঁ মুঁক স্মৃতিৰ আপাহত",1
মন গলেই শুনো,1
এই গানটো নিষিদ্ধ কৰিবই লাগিব,0
কৰোনাভাইৰাছে এইটো চোৱাৰ পিছত পৃথিৱী এৰি যায়,0
অশ্লীল গীতত ,0
একেবাৰে হৃদয় চুই গৈছে,1
বৰ আমোদ পালো । কথাছবিখনৰ নাম জানিলে ভাল পালোহেতেন ।,1
শব্দৰ কি এক অপূৰ্ব সমাহাৰ,1
গাহৰি,0
এই গানটোৱে মোৰ আত্মাক নৃত্য কৰি তোলে,1
এইটো সংস্কৃতিৰ বিৰোধী,0
মুঠতে সীমান্ত নে কি এইটো এটা মহা চোৰ কি ফাল্টু মাত। এইটোৰ মাততকে মোৰ মাতটোৱেই সুৱলা,0
এইবোৰৰ কাৰণে আজিৰ অসমীয়া মানুহে অসমীয়া গান শুনিব বাদ দিছে,0
মই ভাষাটো বুজি নাপাওঁ। কিন্তু মই এই গানটো ভাল পাওঁ,1
সুন্দৰ গীত । চিৰসেউজ,1
বিহুনামবোৰ সময়ৰ সোতত পৰি  বিহুসুৰীয়া গীতলৈ পৰিৱৰ্তিত হল,0
গচকি পেলালে পাৱত-গজি নিজকে শিল্পী বুলি পৰিচয় দিব খোজা এচামে।,0
হৃদয়ত বেলেগ এটা অনুভৱে খুন্দিয়ালে,1
কেনেকে এই বিশাল শব্দৰ গৰাকী তুমি,1
এইবোৰে আমাৰ উঠি অহা প্ৰজন্মক বিপথে পৰিচালিত কৰিছে,0
কোনোবাই অনুগ্ৰহ কৰি তেওঁক আন এখন দেশলৈ বিতাড়িত কৰক,0
বহুত ভাল লাগিল। চিৰযুগমীয়া সেই সোণোৱালী অতীতবোৰ,1
বাৰে বাৰে শুনিলেও হেঁপাহ নপলাই ইমান সুন্দৰ গান বনোৱাৰ বাবে আপোনালোকক ধন্যবাদ জনাইছোঁ ।,1
কেলা ননচেন,0
 ভূল নকৰিবা কিবা গান এটা কৰাৰ আগত ভালকৈ শুনি লবা,0
শংকু দাৰ প্ৰতিটো গানতেই এটি বিশেষ আৱেগ আৱৰি ৰাখে,1
এই গীততোৰ সৈতে বহুত স্মৃতি জড়িত হৈ আছে,1
 পচা ভেকুলী,0
এই আটাইতকৈ বেয়া গীতটো কোনে লিখিছিল,0
গু বনাইছ,0
বহুত ভাল লাগিছে,1
জহৰা,0
প্রিয় গীত মোৰ এইটো,1
"কিবা এটা ভাল অসমীয়া গান বা ভিডিও চাম বুলি ক্লিক কৰোঁ,শেষত এইবোৰ নকল চাব লগা হয়",0
তেখেতৰ গানৰ কাৰনে আশাৰে বাট চাই ৰৈ থকাটো আবেগত পৰিণত হয় পৰিছে,1
বহু দিনৰ পাছত এটা ভাল গীতৰ প্ৰেমত পৰিছো,1
"অমি জুবিন দাৰ গান আগটে অ শুনিছিল, আতিয়া অ শুনি আছোঁ, অাৰু আগলৈও শুনি জাম",1
কাহানিও শেষ নোহোৱা এটা গান,1
কুকুৰৰ পোৱালী অলপো লাজ নাপাই ইহতে যি মন যাই গাই থাকে,0
